2000/8/1,27.2
2000/9/1,24.4
2000/10/1,18.1
2000/11/1,12.8
2000/12/1,8.5
2001/1/1,4.6
2001/2/1,6.2
2001/3/1,9.4
2001/4/1,15
2001/5/1,18.7
2001/6/1,22.2
2001/7/1,27.4
2001/8/1,25.8
2001/9/1,22.6
2001/10/1,18.1
2001/11/1,12.4
2001/12/1,8
2002/1/1,7.2
2002/2/1,7.4
2002/3/1,11.8
2002/4/1,15.6
2002/5/1,17.7
2002/6/1,20.7
2002/7/1,26.9
2002/8/1,27.3
2002/9/1,22.5
2002/10/1,18.4
2002/11/1,11.2
2002/12/1,7
2003/1/1,5.2
2003/2/1,6.1
2003/3/1,8.3
2003/4/1,14.7
2003/5/1,18.3
2003/6/1,22.5
2003/7/1,22.4
2003/8/1,25.3
2003/9/1,23.7
2003/10/1,17.3
2003/11/1,14.1
2003/12/1,9.1
2004/1/1,6
2004/2/1,8.3
2004/3/1,9.5
2004/4/1,15.9
2004/5/1,19.1
2004/6/1,23
2004/7/1,27.5
2004/8/1,26.4
2004/9/1,24.6
2004/10/1,17.2
2004/11/1,15.1
2004/12/1,9.8
2005/1/1,6.1
2005/2/1,6
2005/3/1,9
2005/4/1,14.7
2005/5/1,17.3
2005/6/1,22.3
2005/7/1,24.9
2005/8/1,27.2
2005/9/1,24.1
2005/10/1,18.8
2005/11/1,12.8
2005/12/1,6.3
2006/1/1,4.8
2006/2/1,6.5
2006/3/1,9.6
2006/4/1,13.3
2006/5/1,18.3
2006/6/1,21.9
2006/7/1,24.8
2006/8/1,26.7
2006/9/1,23.1
2006/10/1,19.2
2006/11/1,14.1
2006/12/1,9.2
2007/1/1,7.3
2007/2/1,8.4
2007/3/1,10.6
2007/4/1,13.5
2007/5/1,19.1
2007/6/1,22.4
2007/7/1,23.8
2007/8/1,28
2007/9/1,24.5
2007/10/1,18.7
2007/11/1,13.1
2007/12/1,8.9
2008/1/1,5.9
2008/2/1,5.4
2008/3/1,10.4
2008/4/1,14.3
2008/5/1,18
